number,value,datetime_start,datetime_complete,duration,params_alpha_edge,params_alpha_neuron,params_kernel_type,params_layer_width,params_num_inducing,user_attrs_alpha_edge,user_attrs_alpha_neuron,fit_duration_sec,kernel_type,user_attrs_layer_width,user_attrs_num_inducing,sigma_scale,val_rmse,system_attrs_grid_id,system_attrs_search_space,state,test_rmse
23,0.0014668203236266296,2026-08-06 22:24:15.582489,2026-08-06 22:25:05.938021,50.355532,0.1,0,matern,1000,100,0.1,0,46.41243099999997,matern,1000,100,1,0.0014668203236266296,23,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
24,0.001625498981813169,2026-08-06 22:25:05.942132,2026-08-06 22:25:56.844000,50.901868,1.0,0,matern,1000,100,1.0,0,46.7505927090001,matern,1000,100,1,0.001625498981813169,24,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
25,0.02239100055835422,2026-08-06 22:25:56.847945,2026-08-06 22:25:59.597854,2.749909,0.001,0,rbf,100,75,0.001,0,2.5919330839999475,rbf,100,75,1,0.02239100055835422,25,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
26,0.006793276872583735,2026-08-06 22:25:59.602056,2026-08-06 22:26:37.184515,37.582459,0.1,0,periodic,750,100,0.1,0,34.20026904200017,periodic,750,100,1,0.006793276872583735,26,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
27,0.08712529122452489,2026-08-06 22:26:37.189661,2026-08-06 22:26:40.886175,3.696514,1.0,0,matern,100,75,1.0,0,3.3157483330001014,matern,100,75,1,0.08712529122452489,27,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
28,0.07638399801642924,2026-08-06 22:26:40.891894,2026-08-06 22:26:43.398390,2.506496,0.0,0,rbf,250,25,0.0,0,2.358288958000003,rbf,250,25,1,0.07638399801642924,28,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
29,0.10559983030551601,2026-08-06 22:26:43.410134,2026-08-06 22:26:44.349460,0.939326,0.0,0,rbf,100,25,0.0,0,0.8490486249997957,rbf,100,25,1,0.10559983030551601,29,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
30,0.018858416859900293,2026-08-06 22:26:44.355151,2026-08-06 22:27:10.099045,25.743894,10.0,0,periodic,500,100,10.0,0,23.371240957999817,periodic,500,100,1,0.018858416859900293,30,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
31,0.0014495760645684226,2026-08-06 22:27:10.105434,2026-08-06 22:27:29.583255,19.477821,0.001,0,rbf,500,100,0.001,0,18.16667104199996,rbf,500,100,1,0.0014495760645684226,31,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
32,0.012291029245836253,2026-08-06 22:27:29.590389,2026-08-06 22:27:34.332559,4.74217,0.0,0,periodic,750,10,0.0,0,4.321747959000049,periodic,750,10,1,0.012291029245836253,32,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
33,0.005991116144808224,2026-08-06 22:27:34.335894,2026-08-06 22:28:11.667708,37.331814,0.1,0,periodic,1000,75,0.1,0,33.872457292000036,periodic,1000,75,1,0.005991116144808224,33,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
34,0.008926222185084572,2026-08-06 22:28:11.671527,2026-08-06 22:28:18.168805,6.497278,0.001,0,periodic,500,25,0.001,0,5.744005791000063,periodic,500,25,1,0.008926222185084572,34,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
35,0.014987457067944503,2026-08-06 22:28:18.173981,2026-08-06 22:28:27.498997,9.325016,10.0,0,rbf,250,100,10.0,0,8.749826541999937,rbf,250,100,1,0.014987457067944503,35,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
36,0.004160920283096119,2026-08-06 22:28:27.502141,2026-08-06 22:28:37.125678,9.623537,0.1,0,rbf,500,50,0.1,0,8.952888625000014,rbf,500,50,1,0.004160920283096119,36,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
37,0.007612290895593211,2026-08-06 22:28:37.140909,2026-08-06 22:29:14.336995,37.196086,0.001,0,periodic,750,100,0.001,0,33.662047583,periodic,750,100,1,0.007612290895593211,37,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
38,0.04535516742301629,2026-08-06 22:29:14.341569,2026-08-06 22:29:16.952342,2.610773,0.0,0,rbf,500,10,0.0,0,2.440688874999978,rbf,500,10,1,0.04535516742301629,38,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
39,0.06403068983912788,2026-08-06 22:29:16.957495,2026-08-06 22:29:18.358314,1.400819,0.0,0,matern,100,25,0.0,0,1.3141402500000368,matern,100,25,1,0.06403068983912788,39,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
40,0.013126163869247174,2026-08-06 22:29:18.361539,2026-08-06 22:30:08.221079,49.85954,0.0,0,periodic,1000,100,0.0,0,45.376975207999976,periodic,1000,100,1,0.013126163869247174,40,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
41,0.01588590558882975,2026-08-06 22:30:08.224623,2026-08-06 22:30:10.881682,2.657059,10.0,0,rbf,250,25,10.0,0,2.2918240410001545,rbf,250,25,1,0.01588590558882975,41,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
42,0.005888493258208322,2026-08-06 22:30:10.892146,2026-08-06 22:30:13.436332,2.544186,10.0,0,rbf,500,10,10.0,0,2.3907972080000945,rbf,500,10,1,0.005888493258208322,42,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
43,0.011943125143219902,2026-08-06 22:30:13.440512,2026-08-06 22:31:04.099903,50.659391,10.0,0,periodic,1000,100,10.0,0,46.265641208000034,periodic,1000,100,1,0.011943125143219902,43,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
44,0.004559775417240882,2026-08-06 22:31:04.105355,2026-08-06 22:31:10.840870,6.735515,0.0,0,matern,1000,10,0.0,0,6.254466125000135,matern,1000,10,1,0.004559775417240882,44,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
45,0.04966467522647827,2026-08-06 22:31:10.843969,2026-08-06 22:31:14.866373,4.022404,0.0,0,rbf,750,10,0.0,0,3.7784576670001115,rbf,750,10,1,0.04966467522647827,45,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
46,0.0005518840988086987,2026-08-06 22:31:14.869332,2026-08-06 22:31:24.297717,9.428385,1.0,0,matern,750,25,1.0,0,8.75663725000004,matern,750,25,1,0.0005518840988086987,46,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
47,0.0549234200458267,2026-08-06 22:31:24.300935,2026-08-06 22:31:38.141560,13.840625,10.0,0,periodic,1000,25,10.0,0,12.399814459000027,periodic,1000,25,1,0.0549234200458267,47,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
48,0.09543839506219992,2026-08-06 22:31:38.145022,2026-08-06 22:31:39.249829,1.104807,0.0,0,rbf,250,10,0.0,0,1.0136396670000067,rbf,250,10,1,0.09543839506219992,48,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
49,0.012704366730375855,2026-08-06 22:31:39.253287,2026-08-06 22:32:03.360653,24.107366,0.0,0,periodic,750,75,0.0,0,21.69893308399992,periodic,750,75,1,0.012704366730375855,49,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
50,0.015503884399238098,2026-08-06 22:32:03.364391,2026-08-06 22:32:04.433829,1.069438,1.0,0,rbf,250,10,1.0,0,0.9796545839999453,rbf,250,10,1,0.015503884399238098,50,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
51,0.08310079206105463,2026-08-06 22:32:04.436500,2026-08-06 22:32:08.578485,4.141985,0.0,0,rbf,250,50,0.0,0,3.8696754580000743,rbf,250,50,1,0.08310079206105463,51,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
52,0.0047824704908078245,2026-08-06 22:32:08.582282,2026-08-06 22:32:16.701044,8.118762,1.0,0,rbf,500,50,1.0,0,7.570624333000069,rbf,500,50,1,0.0047824704908078245,52,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
53,0.007676333956957903,2026-08-06 22:32:16.706123,2026-08-06 22:32:19.439407,2.733284,0.1,0,matern,250,25,0.1,0,2.5454369169997335,matern,250,25,1,0.007676333956957903,53,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
54,0.03731909179728707,2026-08-06 22:32:19.444089,2026-08-06 22:32:30.357696,10.913607,0.0,0,periodic,250,100,0.0,0,10.061814707999929,periodic,250,100,1,0.03731909179728707,54,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
55,0.0029883475389420595,2026-08-06 22:32:30.360465,2026-08-06 22:32:51.944068,21.583603,1.0,0,matern,1000,50,1.0,0,19.748420625000108,matern,1000,50,1,0.0029883475389420595,55,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
56,0.0015295839045570447,2026-08-06 22:32:51.947749,2026-08-06 22:33:04.476657,12.528908,0.001,0,rbf,750,50,0.001,0,11.749544291999882,rbf,750,50,1,0.0015295839045570447,56,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
57,0.06016119593853192,2026-08-06 22:33:04.479742,2026-08-06 22:33:09.627480,5.147738,0.0,0,rbf,1000,10,0.0,0,4.742129874999591,rbf,1000,10,1,0.06016119593853192,57,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
58,0.0027066189971887396,2026-08-06 22:33:09.630837,2026-08-06 22:33:13.684905,4.054068,0.001,0,rbf,750,10,0.001,0,3.479631749999953,rbf,750,10,1,0.0027066189971887396,58,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
59,0.005977924421651313,2026-08-06 22:33:13.692736,2026-08-06 22:33:23.835031,10.142295,0.001,0,periodic,750,25,0.001,0,9.378197292000095,periodic,750,25,1,0.005977924421651313,59,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
60,0.005555935529140722,2026-08-06 22:33:23.840193,2026-08-06 22:34:09.949707,46.109514,0.1,0,periodic,1000,100,0.1,0,42.23410775000002,periodic,1000,100,1,0.005555935529140722,60,"{'alpha_edge': [0, 0.001, 0.1, 1, 10], 'alpha_neuron': [0], 'kernel_type': ['rbf', 'matern', 'periodic'], 'layer_width': [100, 250, 500, 750, 1000], 'num_inducing': [10, 25, 50, 75, 100]}",COMPLETE,
