seed,train_mae,train_rmse,train_inference_time_secs,test_mae,test_rmse,test_inference_time_secs
34,1.467248416514577e-13,1.8916618468160916e-13,1.9853176249998796,2.0098327681354567e-13,3.4314883557097855e-13,3.6176163330001145
35,3.022596312129977e-13,4.03147517006284e-13,2.080627707999156,4.1120267670085493e-13,7.333562106325503e-13,4.017753709000317
36,1.201508316450717e-13,1.5270403300271726e-13,2.0634224169989466,1.845014725241202e-13,3.893144712555121e-13,3.780837457999951
37,1.7027156559712432e-13,2.1409907338025307e-13,2.020914708999044,2.6152014134572843e-13,5.997860290542014e-13,3.9185312500012515
38,1.7055799134135796e-13,2.127798640259257e-13,2.0303910420007014,2.548839492290682e-13,6.44935642487984e-13,3.82383608300006
39,2.03059323522492e-13,2.5068090900115154e-13,1.9922208749994752,2.3852528983670006e-13,3.0436191128153935e-13,3.815751249998357
40,2.1345421957752463e-13,2.7336454046736853e-13,1.8866233329990791,2.8064139710449976e-13,4.97169524564912e-13,3.637323375000051
41,1.9953054937460468e-13,2.494802339782034e-13,1.997554792000301,2.643112769843141e-13,4.466993792451351e-13,3.9396282919988153
42,2.951717557875266e-13,3.717611460330847e-13,2.137525416999779,3.3857231501499596e-13,4.5108266661835496e-13,3.8290931669998827
43,1.3661479725257663e-13,1.701506811291855e-13,2.0493851659994107,1.8163254481587355e-13,3.1305089411266157e-13,3.8281206659994496
44,2.3309007432525954e-13,2.879982441242146e-13,2.058860375000222,3.4058746660226055e-13,6.493912387199154e-13,3.829262374998507
45,1.9264741815683273e-13,2.4957899463596487e-13,1.9858830830016814,2.3287290668261254e-13,3.667405623885485e-13,3.7517964160015254
46,2.1704348457385335e-13,2.732855661987752e-13,2.0009439580007893,2.547527901263923e-13,3.377128613492214e-13,3.329338874998939
47,1.8849485097782726e-13,2.3687604283769646e-13,2.018268125000759,2.909085503345339e-13,6.024175115051346e-13,3.785954375000074
48,2.093963114013775e-13,2.6501802581206173e-13,2.0367614579990914,2.877096525906171e-13,5.16919404955156e-13,3.571538791000421
49,1.386721661111867e-13,1.7293469550337623e-13,2.9535506249994796,1.8188485842912703e-13,2.990744408852274e-13,4.648400583000694
