,architecture,n_hidden_channels,n_layers,n_modes,batch_size,learning_rate,n_epochs,patience,weight_decay,train_rel_l2,val_rel_l2,test_rel_l2,time_spent,seed
200,fno,16,1,32,64,0.001,2000,100,0.0,0.0012286354017754396,0.0012015960005422434,0.0012532519288361074,1495.8368863007054,991077633
201,fno,32,2,8,64,0.0001,2000,100,0.0,0.0013391310771306356,0.0013016538148125014,0.0013719659447669983,2540.5055567910895,729802632
202,fno,16,4,32,64,0.001,2000,100,0.0,0.00048259008158412246,0.000501094442481796,0.0004964537906150023,2922.439012788236,901618417
203,fno,32,1,16,64,0.001,2000,100,0.0,0.0007368097342550754,0.0007187994246681531,0.00074398398026824,1316.266130682081,570331895
204,fno,16,1,16,64,0.0001,2000,100,0.0,0.0030848340176873735,0.0030482336183389027,0.0031942422340313593,1581.5149750253186,125476735
205,fno,16,1,16,64,0.0001,2000,100,0.0,0.004997372162010935,0.004914109066128731,0.005228590697050095,1425.8941387571394,376867266
206,fno,32,4,32,64,0.005,2000,100,0.0,0.0003819074485864904,0.0004153450230757395,0.0004132409666975339,2281.3806724045426,946497889
207,fno,32,1,16,64,0.001,2000,100,0.0,0.0007806688898967372,0.0007777538411319256,0.0008045298308134079,1218.3096221871674,878879464
208,fno,32,1,16,64,0.005,2000,100,0.0,0.0004322203778558307,0.0004321265711138646,0.0004451483686765035,1151.0210995879024,394523047
209,fno,32,4,32,64,0.005,2000,100,0.0,0.00035871138827254373,0.00038884136577447257,0.0003865830507129431,2296.449111812748,769622062
210,fno,16,2,16,64,0.005,2000,100,0.0,0.00036747759642700355,0.0003756744389732679,0.0003763454662015041,1597.6352823497728,768999836
211,fno,32,4,16,64,0.0001,2000,100,0.0,0.0006642838459875849,0.0006444657742977143,0.0007176420458902916,2478.76479779277,988527675
212,fno,16,2,16,64,0.005,2000,100,0.0,0.0004216832514438364,0.0004274515633781751,0.0004352956252793471,1506.164864947088,71439329
213,fno,32,1,32,64,0.001,2000,100,0.0,0.000673990413132641,0.0006652829460799694,0.000692465132723252,1247.8543328763917,391348038
214,fno,32,4,16,64,0.0001,2000,100,0.0,0.0005328378532495763,0.000539932481944561,0.0005919572841376066,2318.735411205329,981778995
215,fno,32,1,32,64,0.001,2000,100,0.0,0.0007234262505339252,0.0007152828599015871,0.0007489818794031938,1036.1308688288555,407123913
